181800/900000 [=====>........................] - ETA: 32s - loss: 0.1595 - acc: 0.9353
183100/900000 [=====>........................] - ETA: 32s - loss: 0.1595 - acc: 0.9353
184400/900000 [=====>........................] - ETA: 32s - loss: 0.1595 - acc: 0.9353
185700/900000 [=====>........................] - ETA: 31s - loss: 0.1594 - acc: 0.9354
187100/900000 [=====>........................] - ETA: 31s - loss: 0.1596 - acc: 0.9354
188400/900000 [=====>........................] - ETA: 31s - loss: 0.1595 - acc: 0.9354
189700/900000 [=====>........................] - ETA: 31s - loss: 0.1595 - acc: 0.9354
191100/900000 [=====>........................] - ETA: 31s - loss: 0.1595 - acc: 0.9353
192400/900000 [=====>........................] - ETA: 31s - loss: 0.1596 - acc: 0.9354
193700/900000 [=====>........................] - ETA: 31s - loss: 0.1596 - acc: 0.9353
195100/900000 [=====>........................] - ETA: 31s - loss: 0.1595 - acc: 0.9354
196500/900000 [=====>........................] - ETA: 31s - loss: 0.1594 - acc: 0.9354
197800/900000 [=====>........................] - ETA: 31s - loss: 0.1595 - acc: 0.9354
199100/900000 [=====>........................] - ETA: 31s - loss: 0.1594 - acc: 0.9354
200400/900000 [=====>........................] - ETA: 30s - loss: 0.1595 - acc: 0.9354
201700/900000 [=====>........................] - ETA: 30s - loss: 0.1596 - acc: 0.9354
203000/900000 [=====>........................] - ETA: 30s - loss: 0.1597 - acc: 0.9353
204400/900000 [=====>........................] - ETA: 30s - loss: 0.1597 - acc: 0.9353
205700/900000 [=====>........................] - ETA: 30s - loss: 0.1596 - acc: 0.9353
207100/900000 [=====>........................] - ETA: 30s - loss: 0.1598 - acc: 0.9352
208400/900000 [=====>........................] - ETA: 30s - loss: 0.1599 - acc: 0.9352
209700/900000 [=====>........................] - ETA: 30s - loss: 0.1599 - acc: 0.9352
211100/900000 [======>.......................] - ETA: 30s - loss: 0.1598 - acc: 0.9352
212300/900000 [======>.......................] - ETA: 30s - loss: 0.1598 - acc: 0.9352
213500/900000 [======>.......................] - ETA: 30s - loss: 0.1599 - acc: 0.9352
214800/900000 [======>.......................] - ETA: 30s - loss: 0.1599 - acc: 0.9352
216100/900000 [======>.......................] - ETA: 30s - loss: 0.1600 - acc: 0.9352
217500/900000 [======>.......................] - ETA: 29s - loss: 0.1600 - acc: 0.9352
218900/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9352
220200/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9351
221500/900000 [======>.......................] - ETA: 29s - loss: 0.1600 - acc: 0.9352
222900/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9351
224200/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9351
225500/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9350
226800/900000 [======>.......................] - ETA: 29s - loss: 0.1602 - acc: 0.9350
228100/900000 [======>.......................] - ETA: 29s - loss: 0.1602 - acc: 0.9350
229400/900000 [======>.......................] - ETA: 29s - loss: 0.1603 - acc: 0.9350
230700/900000 [======>.......................] - ETA: 29s - loss: 0.1603 - acc: 0.9350
232000/900000 [======>.......................] - ETA: 29s - loss: 0.1602 - acc: 0.9350
233300/900000 [======>.......................] - ETA: 29s - loss: 0.1601 - acc: 0.9350
234600/900000 [======>.......................] - ETA: 28s - loss: 0.1601 - acc: 0.9350
236000/900000 [======>.......................] - ETA: 28s - loss: 0.1601 - acc: 0.9350
237300/900000 [======>.......................] - ETA: 28s - loss: 0.1601 - acc: 0.9350
238600/900000 [======>.......................] - ETA: 28s - loss: 0.1601 - acc: 0.9349
239900/900000 [======>.......................] - ETA: 28s - loss: 0.1602 - acc: 0.9349
241300/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9349
242600/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9349
243900/900000 [=======>......................] - ETA: 28s - loss: 0.1603 - acc: 0.9349
245200/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9350
